avg_spd,spd_std_dev,avg_acc,acc_std_dev,coll
7.041363341398313,6.336902852358402,0.0914304860055696,0.8159794057598136,0
9.557488558136491,4.1730989013453925,0.02363356182105452,2.3172317019801447,0
12.414195944143223,4.651836430080531,0.3963016850646548,0.835028485687118,1
9.788470999570322,5.425257738535051,0.1368772203436952,2.044642234345996,0
12.547374863944922,5.77423803007295,0.030340524753866324,0.7861252501212866,0
7.518907265182183,2.5678173461175193,0.026289115929381223,0.546904166318305,0
11.682087935013204,5.595588346746172,0.03205112356992304,2.5793670648064513,0
7.722008571069065,1.315463213737274,0.03861320088309744,0.4094403742682144,0
8.811675242348269,2.045601872343106,0.04761638301019875,0.2600586253879566,0
12.693190363633386,4.796787064424163,0.4135811562412452,0.2794479102942546,1
13.496105975414576,7.277263483993382,-0.04620468078244654,0.7078322512597228,0
7.38828430613506,5.0919576466329906,0.014193405110037735,2.0452737065200566,0
9.959983689226055,3.76557295811047,0.03525212011610687,1.3914044955870977,0
12.368608094512295,5.7087707622737165,0.022101915285285614,2.00859446098685,0
14.527125639693006,5.48153433366487,0.09610618163596413,1.3258310510064844,0
11.290061938054988,4.937721525572849,0.3890248220172936,0.33420092743137875,1
9.545289982240623,4.485778089342891,0.10566079921249891,0.8703107620907745,0
14.282822376463626,6.188499702568941,0.02935074721486199,0.5785580653653101,0
9.65046478095088,4.519824073571006,-0.046963437852345864,2.7692246111429593,0
12.877633857929874,7.462765784755309,0.0015958538790195932,0.7382836342607461,0
11.13672178087957,4.196316033270142,0.03919797732765641,0.6768069603052594,0
10.759979544828632,4.267134579407109,0.0921968555831232,2.0185881117553794,0
11.924707210511992,5.934097956227583,0.06629874922849727,2.6272548157924303,0
9.280884868884263,2.817485897191233,0.026258789517624174,0.5077089031351943,0
12.44108873278218,7.7881489877758,0.010021555280583962,0.7639989937204545,0
11.830597091947125,3.705133050790482,0.05658055217795291,0.9202580469605901,0
8.893111354624432,5.196908136891521,0.4002636866441965,2.2295489816680507,1
8.834835190448063,1.6125795379819776,0.03898835747604524,0.5197058323657144,0
10.834008303492585,5.966717559284405,0.1515085431707637,2.2083508988695812,0
13.341929490761654,6.267376867152331,0.11763237100909224,2.2057412056870236,0
6.461944663126101,3.776213836342373,-0.014376752572966183,0.6496239173222661,0
7.1927010351324645,4.910951722579044,0.10514721357121404,0.7400065016964302,0
9.04200165416713,2.493499082911786,0.030492057097931048,0.709349803437743,0
12.584518553497107,7.146857596882781,-0.018828566731702984,0.7196728133247462,0
12.707055509752577,5.214218078965751,0.07603299350693221,1.5310881928198523,0
11.624641888658623,4.225792516542481,0.016501351674761803,0.49309983225673615,0
11.043846798984648,4.191397524842108,0.029365955835850464,0.7998171333929899,0
9.010354455711592,2.93031194312344,0.02194069508381248,0.8253912347918504,0
11.106636870187817,6.80342428049117,-0.04735506549709725,0.6985964721913844,0
9.426546942964897,3.246499256756187,0.030775816035827096,1.3499801446352178,0
11.411883348947907,3.8235973394743774,0.030707339091231026,0.8412422201681587,0
9.71362104754737,3.109357116071619,0.05067839056030852,0.6339253749469098,0
9.15819179221937,4.998300537800297,0.026650829986932027,2.2277178217101454,0
11.003841625696623,4.63790195566937,0.039573472304242914,0.81091195344218,0
8.251032625893053,1.682094733678184,0.023077297522231213,1.0120763187781185,0
12.11950533682931,6.323654394668161,0.10242473837833548,3.0348546854324225,0
9.802593272766769,5.826023803324792,0.072460086721257,2.6787209126335196,0
16.037245640042034,3.9369059124479375,0.13011368636587264,0.2804054347138695,0
7.868303297263793,1.0979954845090314,0.033451906474952935,0.09989174784181072,0
10.282806750119757,3.9385556004781512,0.06474783272868756,1.3369459279783849,0
10.142276244287661,3.035536501939812,0.07542873859497215,0.5961291154261992,0
8.12052177858371,1.5612958338707317,0.02979597010573876,0.34479907273322263,0
8.550236267470867,2.0117070596487925,0.0890228435653079,0.09989977243703814,0
8.752612774267044,2.913318531377782,0.03266153546979609,0.7625794086466672,0
9.545563363983467,3.6261366170130724,0.16132212709540186,1.524662921874529,0
13.220652608204707,6.456043142939994,-0.04931719668008018,0.7444634544756202,0
8.001954152512925,4.429491969595472,0.07805255465557982,0.9894538738925293,0
7.120153902127993,4.929824698631857,-0.03831553245808839,1.0229846351069318,0
10.689623886670791,5.72299378933493,0.02496141414313177,2.0772683598532287,0
6.2435936558964205,5.993764482026449,-0.011273234058296867,0.7447383708589834,0
11.878519570724853,4.852404029403649,0.04005630113722031,1.7773937803842055,0
9.882478971009357,3.3503101957815917,0.04123167827320641,1.6470073315940732,0
11.005175227494451,4.911300888792275,-0.027105659875631717,2.39538366889519,0
8.944744472688575,2.322002081760894,0.018262898563771834,0.6454632218156813,0
7.929424680974638,1.5104259230261103,0.031790785199873425,0.4067944752107077,0
11.079777262878977,5.372309043038704,-0.023901148062699405,1.8288272041861056,0
9.296248711387971,2.9530909434479096,0.13868829876830469,1.1422224211200407,0
10.714063045341721,2.9642255201198453,0.035989156306945096,1.1601948576676993,0
9.916320257881091,3.8907555220582486,0.27430565009847085,2.1802883296851707,1
8.55931517180439,1.498911393511985,0.03203588040560012,0.6188814518212996,0
11.292025962496604,6.280447470243263,0.06266946980107627,2.242122555374351,0
10.940149390336702,4.361584005180625,0.1309911228744706,1.839346732409878,0
9.566030105692105,3.692161005442037,0.026837023483688174,0.7344695700272358,0
9.798744829966392,4.2171385750310195,0.32075283853003445,0.3351629171286516,1
9.398560146342112,3.515185551617031,0.025077072723613876,0.9803210151921576,0
9.438063540475564,3.8607679981043086,0.20147349545396248,1.907359781794871,0
10.7468642184229,6.2604419474197925,0.10673657375960649,0.8263185149423323,0
10.198812545498415,2.6625738330982744,0.13222457952826117,0.18058200172664515,0
8.368250518612223,1.3071658584198058,0.02893868729756748,0.5681209518538876,0
8.287373609665968,1.0963030841802914,0.03656793764044163,0.6462301968239785,0
11.039583958964315,5.936640213153246,0.07357904862373435,2.068866729153662,0
13.610327928772133,6.097054955199091,-0.04980711344411446,0.6661730619800552,0
