coll_rate,avg_spd,spd_std_dev,avg_acc,acc_std_dev,coll
0.0,23.734568106711812,4.802015187284987,0.14975507552119596,0.42194791343395965,0
0.0,11.271049190004387,2.6449860471162157,-0.006091736859713137,1.4096293277847332,0
0.0,11.506734092718945,3.228898239324356,-0.004897989256284045,1.648359835941684,0
0.0,13.487853549762049,5.93920556318828,-0.011820880881774656,1.6153535856765369,0
0.0,16.14453038407033,6.882402121717364,-0.0024872728457683026,1.2571338064461468,0
0.0,15.851745859629055,7.984754649635517,-0.00981880003307083,1.5454341312130104,0
0.0,27.135864189204103,4.694349591176663,0.17677502920434812,0.641082656691092,0
0.0,12.658908684734358,6.175520470585768,-0.008805289526120514,2.27166574866325,0
0.0,13.677063547188036,6.49577144321349,-0.0019623363322591736,1.9628726642219059,0
0.0,12.17506712923905,4.286795711974145,-0.005786488409434014,1.4697569211619446,0
0.0,13.392405383601304,5.257899983751125,-0.00929929504806637,1.291395596510238,0
0.0,11.836232573174456,4.031901854987074,-0.001019758389169283,1.6410678459226642,0
0.0,13.284391987607284,5.6485243433415135,-0.003307410036308056,1.4942575160580331,0
0.0,25.990188035776626,4.339147832476133,0.16399433499806826,0.5869431510218464,0
0.0,11.275111027645037,2.5196201949994936,-0.004052872458800039,1.218453941657459,0
0.0,11.888422299806297,3.8961958937407433,-0.0077737134209826305,1.3692538015457445,0
0.0,10.92954103857561,1.6554072641012774,-0.0020922744437132223,1.1111955194854342,0
0.0,11.218054206217719,2.488624688572656,-0.004005666375998089,1.2724767780782065,0
0.0,12.117709680087264,4.3975173634734475,-0.005378273618733828,1.5056968000520907,0
0.0,22.964972786123216,3.307971791901587,0.12966655380117667,0.48707066460714665,0
0.0,14.220506164528029,5.849500172623112,-0.006820357096825091,1.2605112103351717,0
0.0,22.84779025291601,6.8973648897753055,0.16033750128684615,1.9775818248737411,0
0.0,25.415354878343248,4.312773354339174,0.15826062184901823,0.5975908943314354,0
0.0,11.657533073552365,3.6889229443531737,-0.0016560434842028827,1.6300995897927093,0
0.0,23.233378576925098,3.5576100126913905,0.1334654366056301,0.5066471394045763,0
0.0,12.827114736760757,4.070642054878836,-0.006029236997757152,1.1420935526188178,0
0.0,10.426726377934642,1.9636625848885196,-0.009889747346215927,1.4312422525656432,0
0.0,11.22373153525557,2.5274463528697457,-0.00939285034399859,1.4769678166430933,0
0.0,14.478202736349745,6.731636850389007,-0.0007303284199440441,1.4322660625244343,0
0.0,25.681358281407125,4.3653018479714225,0.16111300236295867,0.6048483471690285,0
0.0,21.619407923842154,2.8079014381506298,0.1141792752824951,0.4220845091603624,0
0.0,12.260618278986769,4.153867704260657,-0.0006484789320040818,1.2295323790875299,0
0.0,11.705388925975594,3.8011842333468877,-0.010323724533710674,1.6830361148956892,0
0.0,12.5613983414961,4.2331569257452015,-0.00626850957199963,1.157847827324424,0
0.0,11.526497420179155,3.4010626264787804,-0.0072265848224981255,1.4066290712925498,0
0.0,20.135260378237373,2.386813655226236,0.09789873200743505,0.38213076098437293,0
0.0,14.216936652573454,6.277474523427051,-0.008524204212777704,1.3931405696120223,0
0.0,25.21545936994813,4.242816946692116,0.15598908198089187,0.5855336782410503,0
0.0,23.083056327038104,3.311352573311548,0.13080169306115588,0.48048599677266823,0
0.0,11.612159747899568,3.245831246352946,-0.00772022849202699,1.3276184618379498,0
0.0,14.652731790432018,6.169593653459677,-0.002940045665530988,1.9181451935113862,0
